level_0,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
804,QC89139,OREGON,F,High School or Below,452873,90034,112,0,Corporate Auto,SUV,537
805,LA14484,NEVADA,M,High School or Below,222707,27972,61,0,Special Auto,FOUR-DOOR CAR,292
806,HN57556,California,F,High School or Below,729294,0,65,0,Personal Auto,FOUR-DOOR CAR,312
807,CV31235,ARIZONA,M,Bachelor,318435,50989,80,0,Corporate Auto,FOUR-DOOR CAR,255
808,WR45726,ARIZONA,F,Bachelor,1131520,11885,101,0,Special Auto,FOUR-DOOR CAR,484
809,LB25094,California,F,Bachelor,253070,89451,63,0,Special Auto,FOUR-DOOR CAR,61
810,KW56110,OREGON,M,Bachelor,1836155,0,182,0,Personal Auto,LUXURY,1310
811,XO36233,Washington,M,Bachelor,864153,78904,109,0,Personal Auto,SUV,250
812,ZX86243,ARIZONA,M,Doctor,327853,70247,83,1,Personal Auto,FOUR-DOOR CAR,141
813,DW29763,ARIZONA,M,High School or Below,527198,32653,67,0,Personal Auto,TWO-DOOR CAR,321
814,CT83377,Washington,M,High School or Below,376363,93595,97,4,Special Auto,FOUR-DOOR CAR,49
815,OQ90898,California,M,Master,1395556,90279,115,0,Personal Auto,SUV,372
816,GO77248,OREGON,F,College,500152,0,72,0,Personal Auto,FOUR-DOOR CAR,542
817,QW33258,California,M,Bachelor,708283,53310,189,3,Personal Auto,LUXURY,1360
818,OU79745,California,M,College,761948,0,105,0,Personal Auto,FOUR-DOOR CAR,504
819,VZ79886,OREGON,F,Bachelor,1255088,22234,160,0,Personal Auto,SUV,768
820,FI92440,Washington,F,High School or Below,3219660,91375,99,0,Personal Auto,TWO-DOOR CAR,72
821,YG85980,NEVADA,F,High School or Below,679377,22250,86,0,Personal Auto,TWO-DOOR CAR,720
822,QM74621,OREGON,M,Bachelor,527231,0,80,0,Personal Auto,FOUR-DOOR CAR,576
823,EI71732,OREGON,F,Doctor,626534,0,84,1,Personal Auto,FOUR-DOOR CAR,481
824,VN79010,California,F,High School or Below,854758,51179,71,0,Corporate Auto,FOUR-DOOR CAR,466
825,FI61723,California,M,Bachelor,278742,38667,72,0,Personal Auto,FOUR-DOOR CAR,159
826,OH55411,California,F,Master,462680,79487,114,0,Corporate Auto,SUV,547
827,TF10720,NEVADA,F,Doctor,866336,67763,107,2,Personal Auto,FOUR-DOOR CAR,41
828,NW30838,NEVADA,M,High School or Below,387222,0,62,2,Corporate Auto,FOUR-DOOR CAR,503
829,CB58476,OREGON,F,College,517081,0,71,0,Corporate Auto,FOUR-DOOR CAR,859
830,WI69346,California,F,Master,896028,71943,112,0,Corporate Auto,SUV,305
831,FS76657,OREGON,F,College,547183,53526,68,0,Personal Auto,FOUR-DOOR CAR,278
832,YX89016,OREGON,M,College,3493100,35005,295,0,Personal Auto,LUXURY,1416
833,PK28821,California,M,College,262039,24721,67,0,Personal Auto,FOUR-DOOR CAR,139
834,MB51200,Washington,M,College,1906949,0,102,2,Personal Auto,FOUR-DOOR CAR,734
835,XG44587,ARIZONA,M,Master,575744,88997,72,0,Personal Auto,FOUR-DOOR CAR,174
836,FG91922,ARIZONA,M,Master,4022401,48587,111,0,Personal Auto,SUV,532
837,OM99303,ARIZONA,F,High School or Below,270148,76310,67,0,Personal Auto,TWO-DOOR CAR,321
838,RV67546,California,M,Bachelor,371243,73205,92,0,Personal Auto,FOUR-DOOR CAR,37
839,UJ79253,OREGON,F,College,2185084,51056,78,0,Personal Auto,FOUR-DOOR CAR,95
840,PN98247,California,M,College,784016,58414,210,2,Personal Auto,LUXURY,1008
841,IB67546,California,F,Bachelor,823703,23940,107,0,Personal Auto,SUV,513
842,OE19087,California,F,High School or Below,224347,0,62,0,Personal Auto,FOUR-DOOR CAR,446
843,CM95716,California,M,Bachelor,843446,44216,71,0,Personal Auto,FOUR-DOOR CAR,72
844,MW62634,California,M,High School or Below,222707,27972,61,0,Corporate Auto,FOUR-DOOR CAR,292
845,QW67581,ARIZONA,F,High School or Below,517002,0,69,0,Personal Auto,FOUR-DOOR CAR,331
846,SN16059,California,F,Master,264144,29305,66,0,Personal Auto,FOUR-DOOR CAR,475
847,OE51254,California,F,College,279068,53882,69,0,Personal Auto,FOUR-DOOR CAR,331
848,RM42344,OREGON,M,College,274512,91757,69,1,Personal Auto,FOUR-DOOR CAR,331
849,GB35238,California,F,Bachelor,757953,33906,64,0,Personal Auto,TWO-DOOR CAR,401
850,ML82674,OREGON,M,Bachelor,1097878,68158,139,1,Personal Auto,SUV,253
851,EI85244,California,M,College,825506,0,134,3,Personal Auto,SUV,643
852,DE28132,OREGON,M,College,474773,42165,123,0,Corporate Auto,SUV,799
853,TV25678,Washington,M,College,354090,0,101,0,Personal Auto,SUV,727
854,TY26512,California,M,Doctor,343613,30817,88,0,Personal Auto,FOUR-DOOR CAR,91
855,OB69153,California,M,Bachelor,258218,68074,65,0,Personal Auto,FOUR-DOOR CAR,27
856,QZ77637,WASHINGTON,F,College,1166509,84978,35353,1,Corporate Auto,FOUR-DOOR CAR,166
857,XN41715,California,F,Master,739628,71135,92,1,Personal Auto,FOUR-DOOR CAR,270
858,QR15857,California,F,College,433079,0,61,0,Personal Auto,TWO-DOOR CAR,292
859,FL69363,OREGON,M,Master,907576,37722,116,0,Personal Auto,LUXURY,158
860,IS30295,ARIZONA,F,Bachelor,1463545,0,139,0,Personal Auto,SUV,667
861,WA25797,WASHINGTON,M,High School or Below,856476,95697,107,0,Personal Auto,LUXURY,178
862,NL59519,California,F,College,1156568,64642,96,0,Personal Auto,FOUR-DOOR CAR,404
863,ZU93025,OREGON,F,College,277104,50071,71,0,Personal Auto,TWO-DOOR CAR,18
864,DK94262,OREGON,M,High School or Below,850712,46754,106,1,Personal Auto,SUV,513
865,UQ30615,California,M,College,758211,64801,64,0,Corporate Auto,FOUR-DOOR CAR,268
866,OR40060,ARIZONA,M,Bachelor,332309,70410,83,0,Personal Auto,FOUR-DOOR CAR,131
867,DK32872,NEVADA,F,High School or Below,523433,66957,131,1,Personal Auto,SUV,628
868,FA46418,NEVADA,F,High School or Below,2470959,24213,78,1,Personal Auto,FOUR-DOOR CAR,374
869,ER19995,WASHINGTON,F,College,1778627,99790,6464,0,Personal Auto,FOUR-DOOR CAR,178
870,KI75855,OREGON,M,Master,255122,79751,63,0,Personal Auto,TWO-DOOR CAR,392
871,ND41876,ARIZONA,M,High School or Below,724771,86122,182,1,Personal Auto,LUXURY,873
872,PN21042,ARIZONA,M,Bachelor,453884,82297,116,0,Personal Auto,LUXURY,0
873,GJ43254,WASHINGTON,M,College,3164210,89057,98,0,Corporate Auto,TWO-DOOR CAR,187
874,AL46984,California,M,High School or Below,873042,43259,73,0,Personal Auto,FOUR-DOOR CAR,350
875,JP58047,OREGON,M,College,833273,0,79,0,Personal Auto,FOUR-DOOR CAR,379
876,ZE85014,California,M,College,235774,25064,62,0,Personal Auto,FOUR-DOOR CAR,297
877,KU88219,ARIZONA,M,Master,463716,25816,119,0,Personal Auto,LUXURY,571
878,UU98729,California,M,Bachelor,535719,0,73,0,Personal Auto,FOUR-DOOR CAR,350
879,WS82822,OREGON,F,College,539197,41662,69,0,Corporate Auto,FOUR-DOOR CAR,217
880,YB49933,ARIZONA,M,Bachelor,369414,96170,92,0,Personal Auto,FOUR-DOOR CAR,441
881,XC16387,ARIZONA,F,High School or Below,504041,46072,64,0,Personal Auto,FOUR-DOOR CAR,25
882,XJ96748,ARIZONA,F,High School or Below,2749542,37931,99,0,Personal Auto,FOUR-DOOR CAR,475
883,TM98684,OREGON,M,High School or Below,484228,35127,62,0,Personal Auto,FOUR-DOOR CAR,297
884,AY18433,WASHINGTON,F,High School or Below,2738281,45473,76,0,Special Auto,TWO-DOOR CAR,188
885,DM74502,NEVADA,F,College,522710,93087,131,3,Corporate Auto,LUXURY,628
886,FT56968,ARIZONA,M,High School or Below,259009,22398,67,2,Personal Auto,FOUR-DOOR CAR,321
887,OX36896,California,M,High School or Below,1053607,92983,87,1,Corporate Auto,FOUR-DOOR CAR,153
888,BZ65376,ARIZONA,M,Bachelor,858127,27689,239,2,Personal Auto,LUXURY,2893
889,LN34660,California,F,College,946311,69654,118,0,Corporate Auto,SUV,629
890,JC29295,California,F,Bachelor,1344100,80744,111,0,Personal Auto,SUV,361
891,KJ87930,California,F,Bachelor,388650,0,112,0,Corporate Auto,SUV,1185
892,XT36360,ARIZONA,F,High School or Below,678489,0,64,1,Personal Auto,FOUR-DOOR CAR,460
893,IX35050,ARIZONA,M,Bachelor,2359468,76358,66,0,Special Auto,FOUR-DOOR CAR,86
894,UN97379,OREGON,M,Bachelor,253862,18608,71,0,Corporate Auto,FOUR-DOOR CAR,340
895,MR57294,California,M,High School or Below,563994,73168,70,0,Personal Auto,FOUR-DOOR CAR,425
896,UG79499,WASHINGTON,M,Bachelor,1168137,70930,99,0,Personal Auto,FOUR-DOOR CAR,190
897,UA50747,WASHINGTON,F,High School or Below,2599775,62262,72,0,Corporate Auto,FOUR-DOOR CAR,193
898,GL20444,NEVADA,F,Master,1377836,91474,113,0,Corporate Auto,TWO-DOOR CAR,24
899,SP58110,California,F,Bachelor,492318,61469,63,5,Personal Auto,FOUR-DOOR CAR,302
900,XM91635,ARIZONA,F,High School or Below,227233,16618,62,0,Special Auto,FOUR-DOOR CAR,219
901,TV82603,California,F,Bachelor,1489539,48081,188,0,Personal Auto,LUXURY,881
902,BB82067,OREGON,M,Doctor,975604,67632,121,0,Personal Auto,LUXURY,26
903,JP94676,OREGON,F,Bachelor,942297,34115,119,0,Personal Auto,SUV,466
904,VU53417,ARIZONA,M,High School or Below,383735,23051,99,0,Personal Auto,TWO-DOOR CAR,475
905,IW54795,California,M,College,1095213,23748,99,0,Personal Auto,FOUR-DOOR CAR,607
906,RN78170,ARIZONA,F,College,815913,40589,69,0,Corporate Auto,FOUR-DOOR CAR,331
907,IX55883,California,F,College,1948049,50809,83,0,Personal Auto,FOUR-DOOR CAR,290
908,XM72420,ARIZONA,F,High School or Below,391936,66676,97,0,Personal Auto,FOUR-DOOR CAR,558
909,GC15104,NEVADA,F,Bachelor,798514,52339,70,3,Corporate Auto,FOUR-DOOR CAR,336
910,RX13282,OREGON,M,Bachelor,1216874,14973,115,0,Personal Auto,SUV,828
911,QA85890,ARIZONA,F,High School or Below,584932,0,83,0,Corporate Auto,FOUR-DOOR CAR,540
912,IR62668,ARIZONA,F,Bachelor,508583,31546,65,0,Personal Auto,FOUR-DOOR CAR,100
913,AL96740,California,F,College,290393,67763,73,1,Personal Auto,FOUR-DOOR CAR,59
914,SS48498,WASHINGTON,F,College,627317,20836,79,0,Corporate Auto,FOUR-DOOR CAR,193
915,PE39479,WASHINGTON,M,College,1832141,88592,76,0,Corporate Auto,FOUR-DOOR CAR,199
916,JH62891,OREGON,F,College,517870,66943,65,1,Special Auto,FOUR-DOOR CAR,53
917,FI20423,ARIZONA,F,High School or Below,1402435,81872,115,0,Special Auto,FOUR-DOOR CAR,256
918,PM13394,WASHINGTON,F,College,530943,22404,70,1,Personal Auto,FOUR-DOOR CAR,211
919,YV67971,California,F,High School or Below,494980,21342,62,0,Personal Auto,FOUR-DOOR CAR,74
920,QD31377,California,M,Bachelor,859566,34621,108,1,Corporate Auto,SUV,621
921,YG10247,OREGON,M,College,2295189,62396,64,0,Personal Auto,FOUR-DOOR CAR,307
922,FE73696,OREGON,M,High School or Below,379213,97212,93,0,Personal Auto,TWO-DOOR CAR,360
923,SW19699,ARIZONA,F,Bachelor,275574,49648,70,0,Personal Auto,FOUR-DOOR CAR,65
924,QJ40732,ARIZONA,M,College,488033,97984,61,1,Personal Auto,FOUR-DOOR CAR,407
925,HM76207,California,F,College,905190,26308,114,0,Corporate Auto,SUV,547
926,NT59303,OREGON,F,College,1011544,63528,256,0,Personal Auto,LUXURY,1228
927,PU41393,NEVADA,M,College,826907,20225,114,1,Special Auto,SUV,547
928,QO86948,NEVADA,M,High School or Below,807165,0,112,0,Personal Auto,SUV,806
929,QN10888,OREGON,F,High School or Below,772699,87620,64,0,Personal Auto,FOUR-DOOR CAR,24
930,VY19543,California,F,Bachelor,831113,0,72,0,Corporate Auto,FOUR-DOOR CAR,311
931,XC15133,NEVADA,F,Master,257402,34990,65,0,Personal Auto,FOUR-DOOR CAR,42
932,ST43550,OREGON,M,Bachelor,572732,99934,71,0,Special Auto,FOUR-DOOR CAR,460
933,FX36546,WASHINGTON,M,Master,367914,60804,92,0,Personal Auto,FOUR-DOOR CAR,213
934,JX68983,OREGON,M,Bachelor,274451,94648,69,0,Personal Auto,FOUR-DOOR CAR,331
935,HX78576,California,F,High School or Below,563674,24516,71,0,Personal Auto,FOUR-DOOR CAR,300
936,ZQ11381,ARIZONA,M,Bachelor,1687038,61063,85,0,Personal Auto,FOUR-DOOR CAR,262
937,ON39271,California,M,Master,273800,0,74,0,Personal Auto,TWO-DOOR CAR,263
938,SB18278,OREGON,M,Bachelor,464470,0,64,0,Corporate Auto,FOUR-DOOR CAR,307
939,ZT30559,California,F,High School or Below,474668,15169,63,0,Personal Auto,FOUR-DOOR CAR,302
940,XI41106,ARIZONA,M,College,1687432,55390,71,0,Corporate Auto,TWO-DOOR CAR,256
941,ZS88847,OREGON,F,Bachelor,238760,27592,62,0,Personal Auto,FOUR-DOOR CAR,297
942,RU49126,WASHINGTON,F,College,446533,61846,112,0,Personal Auto,SUV,215
943,KR62797,ARIZONA,F,High School or Below,459162,83297,113,0,Personal Auto,SUV,542
944,ZJ73220,ARIZONA,F,College,1309258,0,188,0,Special Auto,LUXURY,1353
945,FY62633,OREGON,M,Bachelor,911226,0,90,0,Personal Auto,FOUR-DOOR CAR,432
946,CU36986,California,F,High School or Below,416516,55897,104,0,Personal Auto,FOUR-DOOR CAR,499
947,WZ53904,ARIZONA,M,Bachelor,265998,21297,71,0,Personal Auto,FOUR-DOOR CAR,45
948,AA71604,ARIZONA,F,Master,1198659,87560,98,1,Personal Auto,TWO-DOOR CAR,470
949,TD10493,OREGON,F,High School or Below,289873,0,96,4,Personal Auto,FOUR-DOOR CAR,691
950,LY97989,OREGON,F,Bachelor,289424,0,85,0,Personal Auto,FOUR-DOOR CAR,408
951,VX39856,ARIZONA,F,Doctor,350045,89398,86,0,Personal Auto,FOUR-DOOR CAR,82
952,TP51897,California,F,College,262180,36843,68,3,Corporate Auto,FOUR-DOOR CAR,357
953,QQ89253,OREGON,F,College,1022180,0,134,0,Personal Auto,SUV,643
954,EI91403,California,M,High School or Below,257827,34946,65,0,Personal Auto,TWO-DOOR CAR,420
955,QG15435,ARIZONA,F,College,624259,75680,78,0,Personal Auto,FOUR-DOOR CAR,136
956,FZ55002,NEVADA,F,Doctor,522028,0,69,0,Personal Auto,FOUR-DOOR CAR,331
957,HX77930,WASHINGTON,F,College,313643,49532,79,1,Personal Auto,FOUR-DOOR CAR,220
958,UN37063,ARIZONA,M,Bachelor,452536,10269,65,0,Personal Auto,TWO-DOOR CAR,170
959,VB87946,California,M,College,497035,49714,63,3,Personal Auto,FOUR-DOOR CAR,266
960,AB60627,California,M,High School or Below,1546778,77517,129,0,Corporate Auto,SUV,98
961,TA34903,OREGON,M,High School or Below,583889,81082,73,0,Personal Auto,FOUR-DOOR CAR,281
962,AQ51368,OREGON,F,Bachelor,1065688,72540,88,0,Corporate Auto,TWO-DOOR CAR,631
963,NZ26102,OREGON,F,High School or Below,228961,0,65,0,Personal Auto,FOUR-DOOR CAR,468
964,GB45753,California,M,High School or Below,543980,61546,68,0,Corporate Auto,TWO-DOOR CAR,29
965,BV79904,California,F,Master,795615,44818,67,1,Personal Auto,TWO-DOOR CAR,136
966,OB49075,ARIZONA,M,Bachelor,445811,17622,65,1,Personal Auto,FOUR-DOOR CAR,312
967,DS97676,OREGON,F,College,255505,0,72,0,Personal Auto,FOUR-DOOR CAR,518
968,JO63462,California,M,Bachelor,330799,79797,84,0,Corporate Auto,TWO-DOOR CAR,31
969,NJ10602,WASHINGTON,F,College,845905,92717,70,0,Personal Auto,TWO-DOOR CAR,224
970,RS24501,OREGON,F,College,1335012,28919,173,0,Personal Auto,SUV,830
971,VT78274,ARIZONA,M,College,493122,0,68,0,Personal Auto,FOUR-DOOR CAR,480
972,SU56153,NEVADA,M,Bachelor,777683,63568,65,0,Corporate Auto,TWO-DOOR CAR,390
973,MN20737,NEVADA,F,College,255367,73935,64,1,Corporate Auto,FOUR-DOOR CAR,72
974,KL43114,ARIZONA,F,High School or Below,487646,0,66,0,Corporate Auto,TWO-DOOR CAR,316
975,YQ15567,OREGON,F,Bachelor,903430,18846,115,0,Personal Auto,SUV,552
976,TR88637,ARIZONA,F,High School or Below,810591,38893,103,0,Personal Auto,SUV,41
977,TC88986,OREGON,M,High School or Below,561968,0,153,0,Special Auto,SUV,1027
978,XX88577,California,M,Bachelor,1572713,84824,196,0,Corporate Auto,SUV,319
979,NE49052,California,F,High School or Below,661801,20068,86,0,Corporate Auto,FOUR-DOOR CAR,411
980,KX17826,OREGON,M,Doctor,467004,0,125,0,Corporate Auto,SUV,600
981,CC91503,ARIZONA,F,High School or Below,1016936,0,135,0,Personal Auto,LUXURY,648
982,WH32183,California,M,Bachelor,832307,97245,70,0,Personal Auto,FOUR-DOOR CAR,4
983,ES90681,California,F,College,241776,51808,61,1,Personal Auto,FOUR-DOOR CAR,351
984,DW96592,California,M,Bachelor,804487,71391,67,0,Personal Auto,FOUR-DOOR CAR,284
985,MT23134,OREGON,M,High School or Below,532572,0,73,0,Personal Auto,TWO-DOOR CAR,496
986,BM69081,ARIZONA,M,Bachelor,694752,0,100,0,Personal Auto,SUV,925
987,MB90871,OREGON,F,College,584741,23496,77,0,Special Auto,FOUR-DOOR CAR,13
988,GT62080,WASHINGTON,M,High School or Below,793690,55561,63,0,Personal Auto,FOUR-DOOR CAR,227
989,QL77686,NEVADA,F,College,472478,23986,119,0,Corporate Auto,SUV,463
990,ON77827,ARIZONA,F,Master,279022,22974,71,0,Personal Auto,FOUR-DOOR CAR,180
991,KP18988,OREGON,F,High School or Below,2153133,0,101,0,Personal Auto,FOUR-DOOR CAR,484
992,TI92884,ARIZONA,M,Bachelor,1262283,61844,106,0,Personal Auto,LUXURY,508
993,JH73503,ARIZONA,M,Doctor,2017196,24804,73,0,Personal Auto,TWO-DOOR CAR,350
994,YE97964,California,F,Bachelor,1646436,27760,104,0,Personal Auto,SUV,302
995,VA30351,OREGON,F,High School or Below,559538,74454,71,0,Personal Auto,FOUR-DOOR CAR,340
996,PV55726,OREGON,F,Master,417068,29462,107,1,Personal Auto,SUV,513
997,UC88305,ARIZONA,F,College,266544,52266,68,0,Corporate Auto,TWO-DOOR CAR,141
998,TS53809,OREGON,M,Bachelor,709891,0,70,0,Personal Auto,TWO-DOOR CAR,349
999,ZV32120,California,M,Doctor,397134,23599,103,0,Corporate Auto,SUV,494
1000,FB80807,OREGON,M,Bachelor,552821,36088,72,0,Personal Auto,FOUR-DOOR CAR,345
1001,AS55677,California,F,High School or Below,833899,70534,104,0,Personal Auto,FOUR-DOOR CAR,54
1002,WA15684,OREGON,M,College,3844585,27398,125,1,Personal Auto,SUV,600
1003,SA50567,NEVADA,M,Bachelor,544855,85296,68,0,Personal Auto,FOUR-DOOR CAR,342
1004,KJ31611,ARIZONA,M,High School or Below,1080806,31063,92,0,Personal Auto,FOUR-DOOR CAR,441
1005,VL37375,California,M,Bachelor,618509,0,92,0,Personal Auto,TWO-DOOR CAR,1027
1006,KN21017,NEVADA,M,High School or Below,320822,52367,81,0,Personal Auto,FOUR-DOOR CAR,275
1007,PX44289,ARIZONA,M,College,548010,58651,71,0,Personal Auto,FOUR-DOOR CAR,472
1008,AM97901,NEVADA,F,College,2298615,84831,192,0,Special Auto,LUXURY,1336
1009,RE42925,OREGON,M,Bachelor,1310792,49088,114,1,Corporate Auto,SUV,547
1010,TR81766,California,F,College,746292,70263,93,0,Corporate Auto,TWO-DOOR CAR,7
1011,CH85057,OREGON,F,Doctor,1146399,45354,285,0,Personal Auto,LUXURY,540
1012,UP71482,ARIZONA,M,High School or Below,723613,0,63,0,Personal Auto,FOUR-DOOR CAR,383
1013,EG40670,California,F,Bachelor,623268,28334,83,0,Special Auto,FOUR-DOOR CAR,537
1014,HV83672,OREGON,F,Bachelor,2839332,38772,90,0,Personal Auto,FOUR-DOOR CAR,321
1015,MG10140,OREGON,F,College,374675,41479,94,1,Personal Auto,TWO-DOOR CAR,19
1016,TC44716,California,M,Bachelor,2156933,23909,119,0,Personal Auto,SUV,571
1017,QO65264,California,M,College,501208,48328,63,0,Personal Auto,TWO-DOOR CAR,108
1018,EB66698,California,M,High School or Below,337185,86689,85,0,Corporate Auto,TWO-DOOR CAR,408
1019,OT52034,California,M,Bachelor,386477,24204,99,1,Personal Auto,FOUR-DOOR CAR,707
1020,CH85444,OREGON,M,College,414571,25943,110,0,Corporate Auto,TWO-DOOR CAR,1067
1021,PU85769,California,M,High School or Below,515607,0,73,0,Personal Auto,FOUR-DOOR CAR,807
1022,UI73201,California,M,College,366737,62375,92,0,Personal Auto,TWO-DOOR CAR,618
1023,SL50592,California,F,High School or Below,783568,0,71,0,Corporate Auto,FOUR-DOOR CAR,404
1024,XP11075,ARIZONA,M,Bachelor,1456726,0,148,0,Personal Auto,SUV,710
1025,SI31236,OREGON,M,Bachelor,1017133,70200,65,0,Corporate Auto,FOUR-DOOR CAR,312
1026,JN26745,NEVADA,F,Bachelor,413577,0,112,0,Special Auto,FOUR-DOOR CAR,707
1027,VK48036,OREGON,F,College,551149,79027,70,0,Corporate Auto,FOUR-DOOR CAR,336
1028,JX76668,WASHINGTON,F,High School or Below,1131424,62935,141,0,Personal Auto,LUXURY,232
1029,DS45802,California,F,High School or Below,541461,26893,68,0,Personal Auto,FOUR-DOOR CAR,68
1030,OA96690,OREGON,F,High School or Below,742159,47406,94,1,Personal Auto,FOUR-DOOR CAR,287
1031,EM27919,California,M,Bachelor,445811,17622,65,1,Personal Auto,FOUR-DOOR CAR,312
1032,QO41043,OREGON,F,College,1447612,27572,124,0,Corporate Auto,SUV,595
1033,OV50124,OREGON,F,College,493688,0,72,2,Personal Auto,TWO-DOOR CAR,391
1034,PR31642,OREGON,F,Bachelor,452527,32802,114,0,Personal Auto,SUV,547
1035,BU41599,WASHINGTON,F,Master,558176,62739,70,0,Personal Auto,TWO-DOOR CAR,239
1036,TK30357,California,F,Bachelor,1413434,90844,118,0,Personal Auto,SUV,232
1037,NF31087,NEVADA,F,High School or Below,2472318,44685,69,0,Personal Auto,FOUR-DOOR CAR,331
1038,NH16984,California,F,Bachelor,283806,0,80,0,Personal Auto,FOUR-DOOR CAR,336
1039,OS75493,California,F,High School or Below,384848,42589,98,0,Corporate Auto,FOUR-DOOR CAR,470
1040,VT63298,OREGON,M,Bachelor,1950447,0,72,0,Personal Auto,FOUR-DOOR CAR,345
1041,QS75550,WASHINGTON,F,Bachelors,248004,93383,62,0,Corporate Auto,TWO-DOOR CAR,244
1042,SZ16483,ARIZONA,F,High School or Below,436137,79583,109,2,Personal Auto,FOUR-DOOR CAR,523
1043,VM92311,ARIZONA,F,High School or Below,252907,89129,64,0,Personal Auto,FOUR-DOOR CAR,328
1044,NJ46849,ARIZONA,M,College,250444,0,69,0,Personal Auto,FOUR-DOOR CAR,496
1045,WZ31900,OREGON,F,Bachelor,864970,94389,107,0,Corporate Auto,SUV,85
1046,RG30482,OREGON,F,College,1366835,0,197,0,Personal Auto,SUV,1418
1047,ZM86949,OREGON,F,High School or Below,2063508,84106,64,0,Personal Auto,TWO-DOOR CAR,334
1048,QQ39596,ARIZONA,F,College,251753,0,69,0,Personal Auto,FOUR-DOOR CAR,42
1049,FH51383,California,F,High School or Below,532667,76717,66,0,Personal Auto,TWO-DOOR CAR,300
1050,BJ53923,ARIZONA,M,High School or Below,260027,51978,66,0,Corporate Auto,FOUR-DOOR CAR,144
1051,CZ96653,OREGON,F,Bachelor,853479,47325,107,0,Personal Auto,SUV,64
1052,FB23788,OREGON,M,High School or Below,882883,86721,111,0,Corporate Auto,SUV,532
1053,NT43594,NEVADA,F,Bachelor,224844,24910,63,1,Personal Auto,FOUR-DOOR CAR,347
1054,RJ85627,WASHINGTON,F,Bachelor,1230276,43817,62,1,Personal Auto,FOUR-DOOR CAR,245
1055,KJ86296,OREGON,M,High School or Below,455659,0,73,2,Personal Auto,FOUR-DOOR CAR,525
1056,PI47776,OREGON,F,Bachelor,253070,89451,63,0,Corporate Auto,FOUR-DOOR CAR,61
1057,MD73554,California,M,College,525198,59537,66,0,Personal Auto,TWO-DOOR CAR,316
1058,UX92071,OREGON,M,High School or Below,674311,0,199,0,Personal Auto,LUXURY,955
1059,YG44474,OREGON,M,College,1401472,54193,117,0,Corporate Auto,SUV,720
1060,UH45301,OREGON,M,College,943891,86946,118,0,Personal Auto,FOUR-DOOR CAR,340
1061,RY92647,California,F,Bachelor,1050677,0,92,0,Personal Auto,FOUR-DOOR CAR,546
1062,IK12620,ARIZONA,F,High School or Below,421391,12160,109,0,Personal Auto,FOUR-DOOR CAR,489
1063,GQ66762,California,M,College,477368,33701,63,0,Personal Auto,FOUR-DOOR CAR,171
1064,YT69858,WASHINGTON,F,Bachelor,544142,85702,67,0,Personal Auto,TWO-DOOR CAR,249
1065,XD85577,California,M,Bachelor,284226,69417,73,1,Personal Auto,FOUR-DOOR CAR,30
1066,TM65736,OREGON,M,Master,305955,38644,78,1,Personal Auto,FOUR-DOOR CAR,361
1067,VJ51327,California,F,High School or Below,2031499,63209,102,2,Personal Auto,SUV,207
1068,GS98873,ARIZONA,F,Bachelor,323912,16061,88,0,Personal Auto,FOUR-DOOR CAR,633
1069,CW49887,CALIFORNIA,F,Master,462680,79487,114,0,Special Auto,SUV,547
1070,MY31220,CALIFORNIA,F,College,899704,54230,112,0,Personal Auto,TWO-DOOR CAR,537
